1.00	1.00	1.64	2.19	-0.16	0.70
1.00	2.00	0.22	4.48	0.01	0.71
1.00	3.00	3.87	-0.48	-0.70	0.45
1.00	4.00	1.67	-4.18	-0.32	0.38
1.00	5.00	1.03	6.57	-0.14	-1.39
1.00	6.00	1.95	6.80	-0.19	-0.48
1.00	7.00	4.63	5.87	-0.22	-0.61
1.00	8.00	3.99	6.35	-0.15	-0.59
1.00	9.00	-0.34	7.49	-0.61	-0.03
1.00	10.00	-0.45	-5.77	-0.03	0.62
1.00	11.00	-0.02	-5.87	-0.00	0.45
1.00	12.00	0.01	-6.27	-0.15	0.46
1.00	13.00	0.55	-6.42	-0.18	0.44
1.00	14.00	-2.14	4.86	-0.26	0.47
1.00	15.00	-1.81	4.19	0.01	0.49
1.00	16.00	-2.13	3.59	0.19	0.53
1.00	21.00	5.38	2.62	0.17	0.07
1.00	22.00	6.13	2.20	0.00	0.00
1.00	25.00	-6.75	4.84	0.81	-0.02
1.00	213.00	-4.23	-2.77	-1.03	-0.45
1.00	214.00	-4.18	-3.27	-0.77	-0.44
1.00	215.00	-2.81	-2.33	-0.85	-0.24
1.00	216.00	-2.56	-2.76	-0.89	-0.21
1.00	217.00	2.90	0.91	0.15	0.09
1.00	218.00	3.86	-2.55	0.05	-0.04
1.00	219.00	3.92	0.49	0.11	0.17
1.00	220.00	3.50	1.30	0.05	0.14
1.00	273.00	-0.03	8.05	-0.53	-0.04
1.00	409.00	2.95	4.12	0.39	-0.20
1.00	412.00	4.76	0.70	0.00	0.00
1.00	413.00	5.44	1.35	0.00	0.00
1.00	414.00	5.41	0.63	0.00	0.00
1.00	419.00	5.07	3.96	0.00	0.00
1.00	420.00	4.63	3.77	0.00	0.00
1.00	421.00	2.17	4.61	0.00	0.00
1.00	422.00	2.63	5.06	0.00	0.00
1.00	423.00	1.84	5.35	0.00	0.00
1.00	425.00	2.59	5.66	0.00	0.00
1.00	453.00	9.51	-1.82	0.00	0.00
1.00	454.00	9.20	-1.99	0.00	0.00
1.00	468.00	5.03	-2.96	0.00	0.00
1.00	473.00	4.55	-2.97	0.00	0.00
11.00	1.00	1.58	2.47	-0.25	1.13
11.00	2.00	0.23	4.76	0.01	1.11
11.00	3.00	3.59	-0.29	-1.22	0.78
11.00	4.00	1.54	-4.03	-0.36	0.36
11.00	5.00	0.97	6.02	-0.26	-2.33
11.00	6.00	1.88	6.61	-0.22	-0.56
11.00	7.00	4.55	5.63	-0.34	-0.97
11.00	8.00	3.93	6.11	-0.22	-0.89
11.00	9.00	-0.58	7.48	-0.63	-0.01
11.00	10.00	-0.46	-5.52	0.00	0.80
11.00	11.00	-0.03	-5.69	-0.02	0.33
11.00	12.00	-0.05	-6.08	-0.16	0.41
11.00	13.00	0.48	-6.24	-0.21	0.39
11.00	14.00	-2.24	5.05	-0.18	0.32
11.00	15.00	-1.80	4.39	0.01	0.42
11.00	16.00	-2.05	3.80	0.28	0.52
11.00	21.00	5.45	2.65	-0.09	0.13
11.00	22.00	6.13	2.20	-0.43	0.17
11.00	25.00	-6.42	4.84	0.85	-0.03
11.00	213.00	-4.64	-2.95	-1.18	-0.56
11.00	214.00	-4.49	-3.44	-0.95	-0.51
11.00	215.00	-3.15	-2.42	-1.07	-0.27
11.00	216.00	-2.92	-2.84	-1.18	-0.23
11.00	217.00	2.96	0.95	-0.05	-0.05
11.00	218.00	3.88	-2.57	-0.29	-0.18
11.00	219.00	3.97	0.56	-0.30	-0.02
11.00	220.00	3.52	1.35	0.15	-0.00
11.00	273.00	-0.24	8.03	-0.43	-0.01
11.00	409.00	3.10	4.04	0.28	-0.09
11.00	412.00	4.76	0.70	0.00	0.00
11.00	413.00	5.44	1.35	0.00	0.00
11.00	414.00	5.41	0.63	0.00	0.00
11.00	419.00	5.07	3.96	0.00	0.00
11.00	420.00	4.63	3.77	0.00	0.00
11.00	421.00	2.17	4.61	0.00	0.00
11.00	422.00	2.63	5.06	0.00	0.00
11.00	423.00	1.84	5.35	0.18	-0.51
11.00	425.00	2.59	5.66	0.00	0.00
11.00	453.00	9.51	-1.82	0.00	0.00
11.00	454.00	9.20	-1.99	0.00	0.00
11.00	468.00	5.03	-2.96	0.00	0.00
11.00	473.00	4.55	-2.97	0.00	0.00
21.00	1.00	1.48	2.92	-0.24	1.01
21.00	2.00	0.23	5.21	0.01	1.03
21.00	3.00	3.11	0.02	-0.79	0.54
21.00	4.00	1.40	-3.89	-0.22	0.43
21.00	5.00	0.87	5.09	-0.26	-0.91
21.00	6.00	1.79	6.38	-0.12	-0.49
21.00	7.00	4.41	5.24	-0.29	-0.58
21.00	8.00	3.84	5.75	-0.17	-0.64
21.00	9.00	-0.84	7.47	-0.63	-0.03
21.00	10.00	-0.46	-5.20	-0.08	0.69
21.00	11.00	-0.03	-5.56	0.05	0.44
21.00	12.00	-0.11	-5.92	-0.15	0.41
21.00	13.00	0.40	-6.08	-0.21	0.37
21.00	14.00	-2.31	5.18	-0.10	0.17
21.00	15.00	-1.80	4.56	0.01	0.50
21.00	16.00	-1.94	4.01	-0.16	0.50
21.00	21.00	5.41	2.70	0.30	0.02
21.00	22.00	5.96	2.27	-0.15	0.08
21.00	23.00	3.66	-4.93	-0.15	0.53
21.00	25.00	-6.08	4.83	1.44	-0.28
21.00	213.00	-5.11	-3.18	-0.71	-0.53
21.00	214.00	-4.87	-3.65	-0.76	-0.53
21.00	215.00	-3.58	-2.53	-0.91	-0.32
21.00	216.00	-3.39	-2.93	-0.96	-0.32
21.00	217.00	2.94	0.93	0.42	-0.19
21.00	218.00	3.76	-2.64	-0.03	-0.43
21.00	219.00	3.84	0.55	0.14	0.07
21.00	220.00	3.58	1.35	0.10	-0.09
21.00	273.00	-0.41	8.03	-0.33	0.02
21.00	409.00	3.21	4.01	0.24	-0.32
21.00	412.00	4.76	0.70	0.00	0.00
21.00	413.00	5.44	1.35	0.00	0.00
21.00	414.00	5.41	0.63	0.00	0.00
21.00	419.00	5.07	3.96	0.00	0.00
21.00	420.00	4.63	3.77	0.00	0.00
21.00	421.00	2.17	4.61	0.00	0.00
21.00	422.00	2.63	5.06	0.00	0.00
21.00	423.00	1.91	5.14	0.00	0.00
21.00	425.00	2.59	5.66	0.00	0.00
21.00	453.00	9.51	-1.82	0.00	0.00
21.00	454.00	9.20	-1.99	0.00	0.00
21.00	468.00	5.03	-2.96	0.00	0.00
21.00	473.00	4.55	-2.97	0.00	0.00
31.00	1.00	1.38	3.32	-0.18	0.62
31.00	2.00	0.23	5.62	0.01	0.65
31.00	3.00	2.79	0.24	-0.62	0.46
31.00	4.00	1.31	-3.72	-0.08	0.47
31.00	5.00	0.77	4.72	-0.85	-1.90
31.00	6.00	1.74	6.19	-0.20	-0.49
31.00	7.00	4.29	5.01	-0.43	-0.55
31.00	8.00	3.77	5.50	-0.15	-0.58
31.00	9.00	-1.09	7.46	-0.61	-0.09
31.00	10.00	-0.49	-4.92	-0.22	0.52
31.00	11.00	-0.02	-5.38	0.13	0.54
31.00	12.00	-0.17	-5.76	-0.10	0.47
31.00	13.00	0.31	-5.94	-0.10	0.44
31.00	14.00	-2.35	5.25	-0.01	0.03
31.00	15.00	-1.79	4.76	-0.01	0.41
31.00	16.00	-2.00	4.21	-0.30	0.37
31.00	17.00	5.50	6.42	-0.86	-1.79
31.00	21.00	5.53	2.71	-0.12	-0.12
31.00	22.00	5.90	2.30	-0.29	0.23
31.00	23.00	3.60	-4.72	-0.21	0.46
31.00	25.00	-5.51	4.71	1.66	-0.46
31.00	213.00	-5.40	-3.39	-0.88	-0.63
31.00	214.00	-5.17	-3.86	-0.62	-0.58
31.00	215.00	-3.94	-2.66	-0.80	-0.41
31.00	216.00	-3.77	-3.06	-0.70	-0.41
31.00	217.00	3.11	0.85	-0.06	0.14
31.00	218.00	3.75	-2.81	-0.04	-0.46
31.00	219.00	3.90	0.58	-0.10	-0.00
31.00	220.00	3.62	1.31	-0.10	0.09
31.00	273.00	-0.54	8.04	-0.35	-0.01
31.00	409.00	3.31	3.88	0.21	-0.41
31.00	412.00	4.76	0.70	0.00	0.00
31.00	413.00	5.44	1.35	0.00	0.00
31.00	414.00	5.41	0.63	0.00	0.00
31.00	419.00	5.07	3.96	0.00	0.00
31.00	420.00	4.63	3.77	0.00	0.00
31.00	421.00	2.17	4.61	0.00	0.00
31.00	422.00	2.63	5.06	0.00	0.00
31.00	423.00	1.91	5.14	0.00	0.00
31.00	425.00	2.59	5.66	0.00	0.00
31.00	453.00	9.51	-1.82	0.00	0.00
31.00	454.00	9.20	-1.99	0.00	0.00
31.00	468.00	5.03	-2.96	0.00	0.00
31.00	473.00	4.55	-2.97	0.00	0.00
41.00	1.00	1.31	3.57	-0.32	0.97
41.00	2.00	0.24	5.88	0.01	1.04
41.00	3.00	2.54	0.42	-1.12	0.79
41.00	4.00	1.28	-3.53	0.23	0.11
41.00	5.00	0.43	3.97	-0.78	-1.79
41.00	6.00	1.66	5.99	-0.21	-0.50
41.00	7.00	4.12	4.79	-0.67	-0.84
41.00	8.00	3.71	5.27	-0.22	-0.94
