7.00	1.00	-2.65	5.08	0.06	-1.13
17.00	1.00	-2.62	4.63	0.06	-1.13
27.00	1.00	-2.60	4.18	0.06	-1.13
37.00	1.00	-2.58	3.72	0.06	-1.13
47.00	1.00	-2.55	3.27	0.06	-1.13
57.00	1.00	-2.54	2.81	0.02	-1.14
67.00	1.00	-2.54	2.35	0.00	-1.15
77.00	1.00	-2.54	1.89	0.00	-1.15
87.00	1.00	-2.54	1.44	0.00	-1.15
97.00	1.00	-2.54	0.98	0.00	-1.15
107.00	1.00	-2.51	0.62	0.08	-0.89
117.00	1.00	-2.47	0.31	0.11	-0.77
127.00	1.00	-2.44	-0.02	0.08	-0.84
137.00	1.00	-2.42	-0.40	0.03	-0.93
147.00	1.00	-2.42	-0.80	0.01	-1.00
157.00	1.00	-2.44	-1.31	-0.06	-1.28
167.00	1.00	-2.47	-1.82	-0.06	-1.28
177.00	1.00	-2.49	-2.34	-0.06	-1.28
187.00	1.00	-2.54	-2.85	-0.12	-1.29
197.00	1.00	-2.59	-3.37	-0.13	-1.29
207.00	1.00	-2.64	-3.88	-0.13	-1.29
217.00	1.00	-2.66	-4.39	-0.04	-1.27
227.00	1.00	-2.62	-4.89	0.09	-1.24
237.00	1.00	-2.59	-5.39	0.09	-1.24
247.00	1.00	-2.55	-5.89	0.09	-1.24
257.00	1.00	-2.57	-6.37	-0.06	-1.22
267.00	1.00	-2.61	-6.86	-0.10	-1.21
277.00	1.00	-2.65	-7.35	-0.10	-1.21
287.00	1.00	-2.66	-7.82	-0.04	-1.19
297.00	1.00	-2.64	-8.28	0.05	-1.14
307.00	1.00	-2.62	-8.73	0.05	-1.14
317.00	1.00	-2.60	-9.19	0.05	-1.14
327.00	1.00	-2.49	-9.62	0.27	-1.07
337.00	1.00	-2.36	-10.04	0.32	-1.05
347.00	1.00	-2.23	-10.46	0.32	-1.05
17.00	2.00	-2.08	4.96	-0.02	-0.91
27.00	2.00	-2.09	4.59	-0.02	-0.91
37.00	2.00	-2.10	4.23	-0.02	-0.91
47.00	2.00	-2.06	3.82	0.11	-1.03
57.00	2.00	-1.98	3.38	0.20	-1.11
67.00	2.00	-1.90	2.93	0.20	-1.11
77.00	2.00	-1.83	2.48	0.17	-1.14
87.00	2.00	-1.79	1.99	0.10	-1.22
97.00	2.00	-1.75	1.50	0.10	-1.22
107.00	2.00	-1.75	1.01	0.02	-1.22
117.00	2.00	-1.76	0.52	-0.03	-1.22
127.00	2.00	-1.76	0.04	-0.02	-1.21
137.00	2.00	-1.75	-0.43	0.02	-1.18
147.00	2.00	-1.74	-0.91	0.02	-1.18
157.00	2.00	-1.74	-1.40	0.02	-1.23
167.00	2.00	-1.73	-1.91	0.02	-1.28
177.00	2.00	-1.72	-2.42	0.02	-1.28
187.00	2.00	-1.72	-2.93	0.02	-1.28
197.00	2.00	-1.74	-3.44	-0.05	-1.26
207.00	2.00	-1.77	-3.94	-0.09	-1.25
217.00	2.00	-1.81	-4.44	-0.09	-1.25
227.00	2.00	-1.85	-4.94	-0.09	-1.25
237.00	2.00	-1.88	-5.43	-0.07	-1.23
247.00	2.00	-1.89	-5.91	-0.04	-1.18
257.00	2.00	-1.91	-6.38	-0.04	-1.18
