1.00	1.00	1.40	-5.74	-0.33	-1.68
1.00	2.00	0.52	-7.00	0.10	-1.63
1.00	3.00	2.26	-4.55	-0.90	1.19
1.00	4.00	2.74	-2.42	0.05	1.82
1.00	5.00	-1.59	0.93	0.00	0.00
1.00	6.00	-1.72	1.32	0.00	0.00
1.00	7.00	-2.44	2.28	0.03	0.51
1.00	8.00	-1.45	-0.76	0.00	0.00
1.00	9.00	1.16	-8.60	0.05	-1.57
1.00	10.00	-0.11	-9.90	0.00	0.05
11.00	1.00	1.27	-6.42	-0.33	-1.68
11.00	2.00	0.56	-7.66	0.10	-1.63
11.00	3.00	1.90	-4.07	-0.96	1.40
11.00	4.00	2.76	-1.70	-0.02	1.77
11.00	5.00	-1.59	0.93	0.00	0.00
11.00	6.00	-1.72	1.32	0.00	0.00
11.00	7.00	-2.43	2.48	0.02	0.41
11.00	8.00	-1.45	-0.76	0.00	0.00
11.00	9.00	1.19	-9.23	0.05	-1.57
11.00	10.00	-0.10	-9.88	0.00	0.05
21.00	3.00	1.49	-3.43	-0.99	1.41
21.00	4.00	2.73	-1.00	-0.04	1.68
21.00	5.00	-1.59	0.93	0.00	0.00
21.00	6.00	-1.72	1.32	0.00	0.00
21.00	7.00	-2.42	2.61	0.08	0.45
21.00	8.00	-1.45	-0.76	0.00	0.00
31.00	3.00	1.11	-2.94	-0.84	1.28
31.00	4.00	2.73	-0.35	-0.02	1.77
31.00	5.00	-1.59	0.93	0.00	0.00
31.00	6.00	-1.72	1.32	0.00	0.00
31.00	7.00	-2.37	2.85	0.01	1.01
31.00	8.00	-1.45	-0.76	0.00	0.00
41.00	3.00	0.82	-2.41	-0.88	1.24
41.00	4.00	2.71	0.41	-0.14	1.69
41.00	5.00	-1.59	0.93	0.00	0.00
41.00	6.00	-1.72	1.32	0.00	0.00
41.00	7.00	-2.42	3.41	-0.05	1.20
41.00	8.00	-1.45	-0.76	0.00	0.00
51.00	3.00	0.40	-1.95	-0.84	1.16
51.00	4.00	2.62	1.00	-0.16	1.67
51.00	5.00	-1.59	0.93	0.00	0.00
51.00	6.00	-1.72	1.32	0.00	0.00
51.00	7.00	-2.41	3.80	0.01	0.98
51.00	8.00	-1.45	-0.76	0.00	0.00
61.00	3.00	0.15	-1.48	-0.67	1.30
61.00	4.00	2.59	1.75	-0.12	1.62
61.00	5.00	-1.59	0.93	0.00	0.00
61.00	6.00	-1.72	1.32	0.00	0.00
61.00	8.00	-1.45	-0.76	0.00	0.00
71.00	3.00	-0.13	-0.91	-0.64	1.43
71.00	4.00	2.52	2.29	-0.15	1.35
71.00	5.00	-1.59	0.93	0.00	0.00
71.00	6.00	-1.72	1.32	0.00	0.00
71.00	8.00	-1.45	-0.76	0.00	0.00
81.00	3.00	-0.37	-0.33	-0.54	1.45
81.00	5.00	-1.59	0.93	0.00	0.00
81.00	6.00	-1.72	1.32	0.00	0.00
81.00	8.00	-1.45	-0.76	0.00	0.00
91.00	3.00	-0.57	0.24	-0.53	1.40
91.00	5.00	-1.59	0.93	0.00	0.00
91.00	6.00	-1.72	1.32	0.00	0.00
91.00	8.00	-1.45	-0.76	0.00	0.00
101.00	3.00	-0.79	0.79	-0.49	1.27
101.00	5.00	-1.59	0.93	0.00	0.00
101.00	6.00	-1.72	1.32	0.02	-0.00
101.00	8.00	-1.45	-0.76	0.00	0.00
111.00	3.00	-0.95	1.26	-0.53	1.33
111.00	5.00	-1.59	0.93	0.00	0.00
111.00	6.00	-1.70	1.32	0.02	-0.00
111.00	8.00	-1.45	-0.76	0.00	0.00
121.00	3.00	-1.21	1.85	-0.67	1.18
121.00	5.00	-1.59	0.93	0.00	0.00
121.00	6.00	-1.70	1.32	0.00	0.00
121.00	8.00	-1.45	-0.76	0.00	0.00
131.00	3.00	-1.49	2.20	-0.69	0.88
131.00	5.00	-1.59	0.93	0.00	0.00
131.00	6.00	-1.70	1.32	0.00	0.00
131.00	8.00	-1.45	-0.76	0.00	0.00
141.00	5.00	-1.59	0.93	0.00	0.00
141.00	6.00	-1.70	1.32	0.00	0.00
141.00	8.00	-1.45	-0.76	0.00	0.00
141.00	11.00	0.40	2.90	-0.16	-1.93
141.00	12.00	1.26	2.83	0.20	-0.53
141.00	13.00	1.00	3.79	-0.28	-0.80
151.00	5.00	-1.59	0.93	0.00	0.00
151.00	6.00	-1.70	1.32	0.00	0.00
151.00	8.00	-1.45	-0.76	0.00	0.00
151.00	11.00	0.33	2.13	-0.07	-2.02
151.00	12.00	1.34	2.61	0.13	-0.62
151.00	13.00	0.88	3.47	-0.31	-0.89
161.00	5.00	-1.59	0.93	0.00	0.00
161.00	6.00	-1.70	1.32	0.00	0.00
161.00	8.00	-1.45	-0.76	0.00	0.00
161.00	11.00	0.34	1.28	0.10	-2.08
161.00	12.00	1.36	2.33	-0.00	-0.85
161.00	13.00	0.75	3.08	-0.18	-1.17
171.00	5.00	-1.59	0.93	0.00	0.00
171.00	6.00	-1.70	1.32	0.00	0.00
171.00	8.00	-1.45	-0.76	-0.09	0.14
171.00	11.00	0.41	0.46	0.10	-2.08
171.00	12.00	1.34	1.94	0.03	-1.10
171.00	13.00	0.74	2.54	-0.01	-1.42
171.00	14.00	4.00	-2.35	-0.01	1.51
171.00	15.00	3.13	-2.26	0.02	1.27
171.00	16.00	3.56	-5.85	-0.35	1.90
181.00	5.00	-1.59	0.93	0.00	0.00
181.00	6.00	-1.70	1.32	0.00	0.00
181.00	8.00	-1.52	-0.64	0.00	0.00
181.00	11.00	0.42	-0.38	0.12	-2.11
181.00	12.00	1.39	1.45	0.07	-1.28
181.00	13.00	0.74	1.94	0.03	-1.51
181.00	14.00	3.99	-1.74	-0.11	1.30
181.00	15.00	3.14	-1.75	-0.00	1.25
181.00	16.00	3.43	-5.10	-0.28	1.87
191.00	5.00	-1.59	0.93	0.00	0.00
191.00	6.00	-1.70	1.32	0.00	0.00
191.00	8.00	-1.45	-0.76	0.09	-0.14
191.00	11.00	0.50	-1.22	0.14	-2.08
191.00	12.00	1.40	0.91	-0.06	-1.46
191.00	13.00	0.76	1.33	0.05	-1.54
191.00	14.00	3.91	-1.30	-0.12	1.13
191.00	15.00	3.13	-1.26	-0.07	1.23
191.00	16.00	3.34	-4.36	-0.23	1.91
201.00	5.00	-1.59	0.93	0.00	0.00
201.00	6.00	-1.70	1.32	0.00	0.00
201.00	8.00	-1.45	-0.76	-0.14	0.15
201.00	11.00	0.53	-2.05	0.10	-2.08
201.00	12.00	1.34	0.28	-0.02	-1.59
201.00	13.00	0.78	0.71	0.00	-1.63
201.00	14.00	3.90	-0.84	-0.03	1.19
201.00	15.00	3.08	-0.76	-0.05	1.23
201.00	16.00	3.24	-3.56	-0.25	1.99
211.00	5.00	-1.59	0.93	0.00	0.00
211.00	6.00	-1.70	1.32	0.00	0.00
211.00	8.00	-1.56	-0.64	-0.09	0.19
211.00	11.00	0.58	-2.88	0.09	-2.18
211.00	12.00	1.38	-0.36	-0.04	-1.59
